iter	RMSE
120	0.6934932499
121	0.6873752547
122	0.6819211484
123	0.6779604627
124	0.673139647
125	0.6682038384
126	0.6645495786
127	0.6598619454
128	0.6552658717
129	0.6507947385
130	0.6468018849
131	0.6417234604
132	0.638635162
133	0.6343618282
134	0.6299099499
135	0.626908893
136	0.6229496264
137	0.6193365302
138	0.6159016658
139	0.6115273745
140	0.6079895741
141	0.6046267654
142	0.6019074324
143	0.5988076083
144	0.5958204147
145	0.5927662818
146	0.5898740331
147	0.5867430373
148	0.5827952289
149	0.5784506298
150	0.575770111
151	0.573120315
152	0.5696034994
153	0.5668675211
154	0.5636913397
155	0.5608762823
156	0.5573991876
157	0.5542100429
158	0.5520819824
159	0.54872411
160	0.5459864283
161	0.5432667528
162	0.5407279713
163	0.5375767244
164	0.534997238
165	0.5328372697
166	0.5306682807
167	0.5282976315
168	0.5264198488
169	0.5242403257
170	0.5215975934
171	0.5198867844
172	0.5173120154
173	0.5155161491
174	0.513609706
175	0.5112142389
176	0.5088670374
177	0.506577917
178	0.5043780017
179	0.5021883859
180	0.5001895153
181	0.4984099294
182	0.4967275691
183	0.495002503
184	0.4932049933
185	0.4912631508
186	0.4890016085
187	0.4870655501
188	0.4850790645
189	0.4837207115
190	0.4817980113
191	0.4797823251
192	0.4780976854
193	0.4763800601
194	0.4748410874
195	0.4733644228
196	0.4717337164
197	0.4703855809
198	0.4692060116
199	0.4678581199
200	0.4666835163
201	0.465044043
202	0.4630265608
203	0.46157577
204	0.4597085513
205	0.4583279506
206	0.4571761637
207	0.4559904602
208	0.4546143506
209	0.4532692992
210	0.4519243835
211	0.4510479299
212	0.4497634785
213	0.4484251721
214	0.4471048587
215	0.4458000227
216	0.4447007499
217	0.4437682432
218	0.4425226268
219	0.4414086837
220	0.4401748551
221	0.4385583259
222	0.4373985739
223	0.436465193
224	0.4355097401
225	0.4344190193
226	0.4334753606
227	0.4327628441
228	0.4314599613
229	0.430528714
230	0.4297225464
231	0.4285407839
232	0.4276278592
233	0.4269031249
234	0.4256970443
235	0.4247841974
236	0.4240197474
237	0.4233679325
238	0.4225781855
239	0.4219813853
240	0.4209542781
241	0.4203796086
242	0.4193837704
243	0.4187618577
244	0.4180213228
245	0.4172397938
246	0.4161379961
247	0.4154995077
248	0.4147394669
249	0.413965645
250	0.4133959609
251	0.4124403227
252	0.4118144903
253	0.4111984252
254	0.4102510366
255	0.4094203249
256	0.4088953465
257	0.4077633231
258	0.4069801174
259	0.4064776223
260	0.4057644031
261	0.4052261015
262	0.4046073768
263	0.4040667361
264	0.4036833872
265	0.4030355072
266	0.4023882125
267	0.4018026818
268	0.4013358847
269	0.4006842385
270	0.3992729208
271	0.398758663
272	0.3984349412
273	0.3978771985
274	0.3974663027
275	0.3970861382
276	0.3966032595
277	0.3962995614
278	0.3955857952
279	0.395020576
280	0.3946669517
281	0.394233858
282	0.3932871408
283	0.3929267486
284	0.3924470335
285	0.392118856
286	0.3917690408
287	0.391129456
288	0.3905103219
289	0.3900726112
290	0.3897676431
291	0.3895357802
292	0.3891640506
293	0.3887626268
294	0.3882932764
295	0.3880453128
296	0.3876037364
297	0.3861911976
298	0.3857881405
299	0.3851642959
300	0.3848753831
301	0.3845538982
302	0.3843268976
303	0.3841317074
304	0.3833259214
305	0.3829518926
306	0.38247929
307	0.3821650945
308	0.3818697785
309	0.3815949809
310	0.3811770263
311	0.3805448334
312	0.3802766016
313	0.3799431904
314	0.3796285089
315	0.3793502412
316	0.3791704713
317	0.3787961263
318	0.378596099
319	0.3781982192
320	0.3777982283
321	0.3775292605
322	0.3771688229
323	0.3769053503
324	0.3766006085
325	0.3764556336
326	0.3762038659
327	0.375908906
328	0.3755589346
329	0.3753121733
330	0.375157119
331	0.3749106981
332	0.3746578481
333	0.3741111214
334	0.3738813114
335	0.3736778568
336	0.3732835981
337	0.3731111667
338	0.3729087153
339	0.3727780364
340	0.3724377996
341	0.3721236405
342	0.3717653994
343	0.371509863
344	0.3712885328
345	0.3710595616
346	0.3708440776
347	0.3706916864
348	0.3704123959
349	0.3701730819
350	0.3698179105
351	0.3696355595
352	0.3693927727
353	0.3691146708
354	0.3687763987
355	0.368532293
356	0.3683402191
357	0.3682239889
358	0.3680565493
359	0.3673608219
360	0.367102064
361	0.3668947221
362	0.3666034295
363	0.366343249
364	0.3657805097
365	0.3656376759
366	0.3654777965
367	0.365261867
368	0.3649837156
369	0.3639982309
370	0.3638116053
371	0.363544077
372	0.3633991369
373	0.3632213807
374	0.3626038692
375	0.3624017551
376	0.362207828
377	0.3620474555
378	0.361812337
379	0.3616007264
380	0.3615025376
381	0.3613914222
382	0.3612274236
383	0.3608195035
384	0.360398273
385	0.3602407396
386	0.3600194655
387	0.3598220876
388	0.3595873458
389	0.3582287821
390	0.3580057811
391	0.3578528708
392	0.3573985261
393	0.3572019099
394	0.3569284428
395	0.3567408661
396	0.3566347154
397	0.3564629837
398	0.3563134357
399	0.3562231052
400	0.3558476293
401	0.3557164626
402	0.3555192128
403	0.3554025228
404	0.3552390006
405	0.3547930865
406	0.3546120963
407	0.3544634802
408	0.3542655272
409	0.3531916163
410	0.352994554
411	0.3528308699
412	0.3527523003
413	0.3520629525
414	0.3519563771
415	0.3517568054
416	0.3516050972
417	0.351408048
418	0.3510931444
419	0.3508880991
420	0.3506875388
421	0.35051119
422	0.3503658713
423	0.3502204097
424	0.3497745335
425	0.3491640143
426	0.3490976187
427	0.3489929272
428	0.3488918573
429	0.3480797726
430	0.347854887
431	0.3476371914
432	0.3474525074
433	0.3473475225
434	0.3472003489
435	0.3470653977
436	0.3469159331
437	0.3466880803
438	0.3465920419
439	0.3459940353
440	0.3457833977
441	0.3456524236
442	0.3454898828
443	0.3453756875
444	0.3449900884
445	0.3447860445
446	0.3438816724
447	0.3429811016
448	0.3426109847
449	0.3425401357
450	0.3417890789
451	0.3416611985
452	0.3415387917
453	0.3413998802
454	0.3412505885
455	0.3410819142
456	0.3409940998
457	0.3408451713
458	0.3405700214
459	0.3403805198
460	0.3403021371
461	0.3399562579
462	0.3398369247
463	0.3397094944
464	0.3395978509
465	0.3395091766
466	0.3393150185
467	0.3387825686
468	0.3381735608
469	0.3374014514
470	0.3372059509
471	0.3370532318
472	0.3369493139
473	0.3367762697
474	0.3365976617
475	0.3364692322
476	0.3363434202
477	0.3359244417
478	0.3358655498
479	0.3357246799
480	0.3356226127
481	0.3355402428
482	0.3349839231
483	0.3347743173
484	0.3345129205
485	0.3342080137
486	0.3340168465
487	0.3338573769
488	0.3337157728
489	0.3335727507
490	0.333386344
491	0.3332625048
492	0.3331361203
493	0.3328959774
494	0.3327300624
495	0.332614509
496	0.3324418197
497	0.3323272354
498	0.3322584267
499	0.3321368599
500	0.3320509147
501	0.3318999811
502	0.3317698665
503	0.3316275719
504	0.3314378934
505	0.3313409836
506	0.3311304919
507	0.3309895086
508	0.3307883153
509	0.3305448939
510	0.3304346615
511	0.3299406109
512	0.3298327275
513	0.3297266736
514	0.3295958135
515	0.3294985979
516	0.3293883582
517	0.3292667706
518	0.3291152886
519	0.3290161558
520	0.327892238
521	0.3277962254
522	0.3267370097
523	0.3266395462
524	0.326528162
525	0.3259671948
526	0.3248969293
527	0.3246903675
528	0.3244101844
529	0.324287507
530	0.323282906
531	0.323142129
532	0.3225849984
533	0.3224467705
534	0.3223411781
535	0.3221938035
536	0.3215064877
537	0.3212753098
538	0.3212019017
539	0.321065698
540	0.3209786564
541	0.320947205
542	0.3208838984
543	0.3207238303
544	0.3205557714
545	0.3203320828
546	0.3199682955
547	0.3192598927
548	0.3190874221
549	0.3188861833
550	0.3187135922
551	0.3185880417
552	0.3184930866
553	0.3182928911
554	0.3177961898
555	0.3175882086
556	0.3169927128
557	0.3168279039
558	0.3162876132
559	0.3161557226
560	0.3160122917
561	0.3159150065
562	0.3158005158
563	0.3156860659
564	0.3155341925
565	0.3153583006
566	0.3151656436
567	0.3150215748
568	0.3148036548
569	0.3147527199
570	0.3146436937
571	0.3145365387
572	0.3142192341
573	0.3141302307
574	0.3139417996
575	0.3138653335
576	0.3129598939
577	0.3123600345
578	0.3121824808
579	0.3116422708
580	0.3114103721
581	0.3113432531
582	0.3112455334
583	0.3111179133
584	0.3110189583
585	0.3108697633
586	0.3106572848
587	0.3102940232
588	0.3098169658
589	0.3097356376
590	0.3095832763
591	0.3092037769
592	0.3083769588
593	0.308160136
594	0.3081227036
595	0.3080374726
596	0.3079255196
597	0.3078246533
598	0.3075437679
599	0.3073984219
600	0.3072401961
601	0.3070861235
602	0.3069592544
603	0.3068756784
604	0.3060989903
605	0.3059437257
606	0.3058014855
607	0.3056931323
608	0.305495153
609	0.3050232647
610	0.3048910279
611	0.3047367327
612	0.3046062084
613	0.3045032878
614	0.3043733645
615	0.3041240024
616	0.3040178547
617	0.3038746762
618	0.303667786
619	0.3034051209
620	0.3032931023
621	0.3031896254
622	0.3024899633
623	0.3023548158
624	0.3019398233
625	0.3017615288
626	0.3015832115
627	0.3014471474
628	0.3012441971
629	0.301077671
630	0.3008984959
631	0.3007279456
632	0.3006377687
633	0.3005646011
634	0.3002895063
635	0.3001043341
636	0.2999426243
637	0.2997975736
638	0.2997024252
639	0.2995304873
640	0.2990859485
641	0.299003167
642	0.2989303586
643	0.2988458309
644	0.2987497532
645	0.2986319017
646	0.298518452
647	0.2984141813
648	0.2982468027
649	0.29808461
650	0.2979077134
651	0.2978036687
652	0.2976477028
653	0.2974897161
654	0.2974040896
655	0.2973245555
656	0.2971338136
657	0.2969324298
658	0.2968736247
659	0.2964520311
660	0.2962717046
661	0.2961208404
662	0.2958177002
663	0.2955046689
664	0.2953454711
665	0.2951574561
666	0.2950754018
667	0.2949399578
668	0.2947779288
669	0.2945592336
670	0.2944138433
671	0.2943420645
672	0.2941907245
673	0.2939166908
674	0.2937032688
675	0.2935060774
676	0.2932165333
677	0.2931249314
678	0.2930547406
679	0.2928708465
680	0.2927252782
681	0.2925572095
682	0.2923719709
683	0.292300526
684	0.29219225
685	0.2920871298
686	0.2919786391
687	0.2919083072
688	0.2917706087
689	0.291643387
690	0.2909737634
691	0.2908710268
692	0.2906556018
693	0.2905497435
694	0.2903663151
695	0.2902063974
696	0.2900636687
697	0.2899474935
698	0.2897695374
699	0.2893324094
700	0.2892228232
701	0.2891715433
702	0.2890287325
703	0.2886709411
704	0.2885467177
705	0.2883968084
706	0.2879055975
707	0.2877946432
708	0.2876704145
709	0.2875449924
710	0.2874669814
711	0.2873763185
712	0.287205687
713	0.2870437299
714	0.2865771489
715	0.286514238
716	0.2863738761
717	0.2860811944
718	0.2859772482
719	0.2858800417
720	0.2857259868
721	0.2855177788
722	0.2854470883
723	0.2853291787
724	0.285142563
725	0.2850367286
726	0.2849148521
727	0.2848099381
728	0.2847315221
729	0.2843800413
730	0.2842698238
731	0.2842161868
732	0.2840670618
733	0.2840130741
734	0.2839015334
735	0.2837457163
736	0.2836369461
737	0.2834789497
738	0.2833850783
739	0.2831684537
740	0.2830417796
741	0.2828897165
742	0.2828206727
743	0.2827224013
744	0.2825951868
745	0.2825005713
746	0.2821809584
747	0.2820340683
748	0.2819385909
749	0.2818410983
750	0.2817650685
751	0.2816343954
752	0.2814787042
753	0.2813016483
754	0.2812569237
755	0.2810685157
756	0.2807745102
757	0.2806824755
758	0.2804780477
759	0.2803780437
760	0.2803104655
761	0.2802137364
762	0.2801329625
763	0.2800316342
764	0.2795502982
765	0.2794922471
766	0.2793764034
767	0.279289657
768	0.2791288413
769	0.2790429498
770	0.2789275123
771	0.2787903778
772	0.2786727013
773	0.2785601014
774	0.2783793885
775	0.2782375349
776	0.2781197544
777	0.2780539292
778	0.2779656675
779	0.2774281436
780	0.2773759737
781	0.2772320439
782	0.2771329067
783	0.2770136506
784	0.2768624015
785	0.276776755
786	0.2766323468
787	0.2765257736
788	0.2764271723
789	0.276353078
790	0.2763042425
791	0.2760300732
792	0.2757695185
793	0.2756298088
794	0.2755301
795	0.2753606029
796	0.2751818112
797	0.275043269
798	0.2748980763
799	0.2747821613
800	0.2746818555
801	0.2741607601
802	0.2739158691
803	0.273772095
804	0.2737049782
805	0.273550075
806	0.2734050231
807	0.2733474618
808	0.273195462
809	0.2730301779
810	0.2729574995
811	0.2726964667
812	0.2725982825
813	0.2725340802
814	0.2724348252
815	0.2723975218
816	0.2722980981
817	0.2717809133
818	0.2716700771
819	0.2716097529
820	0.27154462
821	0.2711403431
822	0.2708912109
823	0.2707252122
824	0.2706081381
825	0.2704552013
826	0.2703065554
827	0.270162779
828	0.2700289942
829	0.2699435629
830	0.2698367516
831	0.2698007013
832	0.2697082661
833	0.2695991471
834	0.2694471955
835	0.2692984514
836	0.2691822151
837	0.269095247
838	0.2687689124
839	0.2683092187
840	0.2681967867
841	0.2680928668
842	0.268011448
843	0.2679068233
844	0.2677761688
845	0.2676439923
846	0.2675296878
847	0.2674040111
848	0.2673145491
849	0.2672179745
850	0.2671459527
851	0.2670744485
852	0.2669346049
853	0.2667586169
854	0.2666820212
855	0.2665919225
856	0.266497483
857	0.2663805385
858	0.2662742983
859	0.2659496896
860	0.2658668076
861	0.2657193835
862	0.265577907
863	0.2655186511
864	0.2653843461
865	0.2653279879
866	0.2651405243
867	0.2650638136
868	0.2650150533
869	0.2649817818
870	0.2649216417
871	0.2644987449
872	0.2643620335
873	0.2641735689
874	0.2640910208
875	0.2638250222
876	0.2637670382
877	0.2636744656
878	0.2635616934
879	0.2634715176
880	0.2634066579
881	0.2631698182
882	0.2630673343
883	0.2629627637
884	0.2628303549
885	0.2627354349
886	0.262611625
887	0.2624934051
888	0.2624281087
889	0.2623787345
890	0.2623091012
891	0.2621950935
892	0.2621085901
893	0.2619610864
894	0.2618855111
895	0.2618450039
896	0.261750688
897	0.2616800445
898	0.2615409064
899	0.2614182857
900	0.2613183723
901	0.2612266786
902	0.2611611139
903	0.2610770913
904	0.2609592196
905	0.2608707346
906	0.2607499349
907	0.2605880138
908	0.2605406237
909	0.260469983
910	0.2603979798
911	0.2603237386
912	0.2602271094
913	0.2601372132
914	0.2600578817
915	0.259987726
916	0.2598021274
917	0.2594068673
918	0.2593367656
919	0.2592952848
920	0.259193325
921	0.2590877157
922	0.2590074354
923	0.2589340968
924	0.25887115
925	0.2587373524
926	0.2586659052
927	0.2585975782
928	0.2585498051
929	0.2584726815
930	0.2583626068
931	0.2582953614
932	0.2582209116
933	0.2581342217
934	0.2580353281
935	0.2578866129
936	0.2577383259
937	0.257457658
938	0.2573988016
939	0.2572878673
940	0.257188647
941	0.2571101908
942	0.2570108453
943	0.2566983127
944	0.2565830644
945	0.2565229481
946	0.2564245798
947	0.256283451
948	0.2561356087
949	0.2559817082
950	0.2559155766
951	0.255794717
952	0.2557146331
953	0.2556314019
954	0.2555074845
955	0.2553064936
956	0.2552125354
957	0.2551905392
958	0.2551209967
959	0.2550435197
960	0.2547787244
961	0.2544205304
962	0.2540724776
963	0.2539628848
964	0.2538259786
965	0.2537808454
966	0.2536744752
967	0.2535631807
968	0.2533792727
969	0.2532752408
970	0.2531774024
971	0.2531177276
972	0.2530400906
973	0.2529552127
974	0.25282393
975	0.2526842835
976	0.2523759135
977	0.252258446
978	0.252230673
979	0.2520673502
980	0.2519942574
981	0.2518883349
982	0.2518099496
983	0.2517159693
984	0.2515520108
985	0.2514317533
986	0.2513188235
987	0.2512312113
988	0.2511207578
989	0.2510487604
990	0.2510073023
991	0.2508811773
992	0.2508190482
993	0.2507423448
994	0.2505884597
995	0.2504792999
996	0.2503774035
997	0.2502449984
998	0.2501464908
999	0.2500849438
